Cidade;A-Star;Dijkstra;Origem;Destino;Distancia
Pequim;0.0064;0.00171;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00769;0.0033;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00387;0.0019;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00407;0.00173;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00498;0.00215;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00355;0.00179;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00663;0.00214;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00353;0.00169;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.0038;0.00408;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00346;0.00191;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00335;0.00223;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00305;0.00185;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00524;0.002;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.01581;0.00271;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00525;0.01247;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.00294;0.00144;Life Science Park;Yizhuang Culture Park;44.894
Pequim;0.01202;0.00209;Life Science Park;Yizhuang Culture Park;44.894
